20000,0.2197268549841786
40000,1.3496994257576373
60000,3.6072199725839678
80000,3.915482953329256
100000,5.601701363895267
120000,5.729563323013935
140000,7.085235876342308
160000,8.892397474513027
180000,8.547549247117175
200000,10.057761710534589
220000,9.094397552882674
240000,9.566048845158031
260000,8.831715921816553
280000,8.19629610983534
300000,9.028266051639424
20000,0.030126662341965153
40000,0.029403317561107856
60000,0.025084921829782152
80000,0.022505497276554733
100000,0.02070145373721814
120000,0.019660668146783637
140000,0.01909053466779298
160000,0.01858655560416911
180000,0.016079005412398775
200000,0.015364395808036741
220000,0.014948461272497222
240000,0.01467753519748009
20000,0.41300708085925175
40000,0.5322152678403586
60000,0.6470128932033761
80000,0.9203224669399486
100000,0.906955119078659
120000,0.9433310180234531
140000,0.973534952943987
160000,1.0319660394955648
180000,0.9661135708796135
200000,1.1062790468610129
220000,1.2124651404714875
240000,1.2282099068164778
260000,1.2541734852314566
280000,1.2406804417918396
300000,1.2402355973393933
20000,0.3152251290186159
40000,0.401688806008056
60000,0.6233649944276783
80000,0.640003759104353
100000,0.6437857391448444
120000,0.6412584270951128
140000,0.6508308985068869
160000,0.6607341175623946
180000,0.6320370889949168
200000,0.6386942397068219
220000,0.6370422196473993
240000,0.658862456803372
260000,0.6422101174629201
280000,0.6265572685620462
20000,0.3152251290186159
40000,0.401688806008056
60000,0.6233649944276783
80000,0.640003759104353
100000,0.6437857391448444
120000,0.6412584270951128
140000,0.6508308985068869
160000,0.6607341175623946
180000,0.6320370889949168
200000,0.6386942397068219
220000,0.6370422196473993
20000,0.744371628551796
40000,1.868927846001894
60000,1.9220291747243095
80000,1.9810301048190122
100000,2.016580563566841
120000,2.0057994094950864
140000,1.9952197809860055
160000,2.0092535839147407
180000,1.9654141927457571
200000,1.98676904378397
220000,2.010063221696257
240000,2.016025209344249
260000,1.984409503818129
280000,2.003856896705698
300000,2.0218332686863087
