20000,1.4851749038547368,0.059196804218472315
40000,7.759740226358548,0.5178179986502404
60000,7.704325014848206,0.3728984072521156
80000,7.758094364275941,0.4907112017945419
100000,7.895177542704291,0.5118608309615275
120000,7.783287591092973,0.38786771228015676
140000,7.697749676153966,0.5523004438898167
160000,7.945372672488273,0.5423933737009486
180000,7.98902832021483,0.38019189299421374
200000,7.871061752609011,0.4844901651038141
220000,7.728825937642428,0.3031693619405043
240000,7.761922269379703,0.6092572502478545
260000,7.894945263618174,0.3509590264133117
280000,7.976136071531791,0.4359146914539678
300000,7.902628038547519,0.6601260951988069
