20000,13.477437835812434,0.19273410362722593
40000,13.494808848879163,0.09913557818389686
60000,13.504495772556961,0.10115383805880616
80000,13.510881193554804,0.10401783846209721
100000,13.50283484443467,0.08961992490714171
120000,13.522115859274695,0.08531791642838395
140000,13.528990355148078,0.11923382947962137
160000,13.482943212311557,0.12205764781424798
180000,13.554073268848764,0.1027145251735736
200000,13.548111387626687,0.12998722390222786
220000,13.601166910393895,0.1283692646429677
240000,13.645291616194063,0.15523118991858695
260000,13.603967006738946,0.1908164556230073
280000,13.549972546926224,0.12149567800585398
300000,13.658568986894679,0.08936992990063033
