step,avg_reward_raw,avg_ee_sum,avg_sum_se,avg_total_power,avg_tau0_selected,avg_r1,avg_r2,avg_K,avg_M,avg_sinr_mean_tx,avg_sinr_db_mean_tx,avg_log2_mean_tx,avg_se_per_tx_user,avg_interference_mean,avg_total_power,avg_noise_mult,avg_interf_mult,avg_gain_mult,curriculum_progress
8000,12.02082683365664,12.02082683365664,10.459396545648575,0.8699802169964548,0.10000000000000002,0.40060341227054597,0.3933682914078236,10.0,49.24,44.45621126413345,16.308474674832397,3.7906288834810256,3.411565887888272,2.4737433015929917e-10,0.8699802169964548,15.728556379092879,1.99724,0.25207,0.00276
