step,avg_reward_raw,avg_ee_sum,avg_sum_se,avg_total_power,avg_tau0_selected,avg_r1,avg_r2,avg_K,avg_M,avg_sinr_mean_tx,avg_sinr_db_mean_tx,sinr_db_p10,sinr_db_p50,sinr_db_p90,sinr_db_min,sinr_db_max,avg_log2_mean_tx,avg_se_per_tx_user,avg_interference_mean
8000,13.2321590425658,13.2321590425658,11.513470639705657,0.8702620703758756,0.10000000000000002,0.49798689925670625,0.5021327019035816,10.0,49.153,4013.5904247322082,24.261421253013584,-15.568768501281738,18.148025512695312,29.6162166595459,-100.0162353515625,68.49855041503906,4.049232444286346,3.6443090410232544,6.206245945798522e-10
