20000,1.3256507720881743,0.11815914190300698
40000,3.5923090940894107,0.29403315985444517
60000,7.943348435529231,0.46978695888423566
80000,7.732925518104542,0.5391051736631852
100000,7.913278817161583,0.480922866507028
120000,8.050451631864794,0.4642861240118213
140000,7.902401010538282,0.3521211589514851
160000,7.832465714192862,0.48847542272135724
180000,7.710335175874205,0.29507470956756465
200000,7.885976572783738,0.5955026956891729
220000,7.868599426067277,0.6018554171351685
240000,7.909395241341111,0.3257028820904655
260000,7.638688640056001,0.31073497640049413
280000,7.987214046829294,0.35350113279600764
300000,7.641488743391269,0.3787189628699603
