step,avg_reward_raw,avg_ee_sum,avg_sum_se,avg_total_power,avg_tau0_selected,avg_r1,avg_r2,avg_K,avg_M,avg_sinr_mean_tx,avg_log2_mean_tx,avg_se_per_tx_user
8000,13.496472872882501,13.496472872882501,11.674302075862885,0.8652499393009653,0.10000000000000002,0.3112779301404953,0.3198101110756397,10.0,48.633,55.239939237594605,3.991128263235092,3.5920152666568756
16000,13.495409704063976,13.495409704063976,11.678964074134827,0.8657950968384879,0.10000000000000002,0.3122083180546761,0.3441842954158783,10.0,49.004,55.37111067390442,4.03732836318016,3.6335953601996107
