step,avg_reward_raw,avg_ee_sum,avg_sum_se,avg_total_power,avg_tau0_selected,avg_r1,avg_r2,avg_K,avg_M,avg_sinr_mean_tx,avg_sinr_db_mean_tx,sinr_db_p10,sinr_db_p50,sinr_db_p90,sinr_db_min,sinr_db_max,avg_log2_mean_tx,avg_se_per_tx_user,avg_interference_mean,avg_noise_mult,avg_interf_mult,avg_gain_mult,curriculum_progress,avg_max_active_users,avg_random_pair_prob
8000,7.039586994935653,7.039586994935653,5.987587507240474,0.8326447623732119,0.10000000000000002,0.4910385479032993,0.5013927915692329,10.0,49.012,1148.213628347937,13.029973310399729,-12.97571086883545,3.7128262519836426,21.620235443115234,-83.18154907226562,58.75353240966797,2.345927283883095,2.111334509686877,7.284994656111266e-10,15.728556379092879,2.9944799999999994,0.152346,0.00276,3.0,0.9862000000000001
16000,7.174062755432929,7.174062755432929,6.093805453602225,0.8327548227990917,0.10000000000000002,0.48169139102101327,0.5109873470366001,10.0,48.767,1318.2318786528613,13.572698953207624,-12.832305908203125,3.604492664337158,22.254478454589844,-97.893798828125,63.079715728759766,2.3943529627937825,2.1549176166771598,6.863936141523327e-10,15.728556379092879,2.9944799999999994,0.152346,0.00276,3.0,0.9862000000000001
24000,7.259818760114442,7.259818760114442,6.1451261165440085,0.8306854655996071,0.10000000000000002,0.44742548424005507,0.47213975015282633,10.0,48.939,790.4767175718695,13.517612777772117,-13.196054458618164,3.690201997756958,22.004459381103516,-85.9647445678711,58.47061538696289,2.424824758812785,2.182342242871721,7.355077216342265e-10,15.728556379092879,2.9944799999999994,0.152346,0.00276,3.0,0.9862000000000001
32000,7.180975827379091,7.180975827379091,6.093985592514277,0.8323383505122214,0.10000000000000002,0.4373446814715862,0.4963502001166344,10.0,48.831,733.4223940987997,13.522232033081725,-13.565890312194824,3.9764962196350098,21.924013137817383,-98.63690185546875,58.66753387451172,2.4001964551955464,2.1601767638474705,5.936633467491695e-10,15.728556379092879,2.9944799999999994,0.152346,0.00276,3.0,0.9862000000000001
40000,7.1957723868678,7.1957723868678,6.098865535467863,0.8322130163233238,0.10000000000000002,0.45864265111088753,0.5406127075850964,10.0,49.068,796.0877723866403,13.449772894277597,-13.379684448242188,3.738497257232666,22.11235809326172,-119.35027313232422,58.67190933227539,2.4012923245429993,2.1611630420535803,7.761640559832528e-10,15.728556379092879,2.9944799999999994,0.152346,0.00276,3.0,0.9862000000000001
48000,7.086833083364205,7.086833083364205,6.018026807114482,0.8340274721388945,0.10000000000000002,0.49228346431255343,0.5551751114428043,10.0,49.012,677.4568615868687,13.15521068073182,-12.767330169677734,3.511436939239502,22.07305145263672,-87.80635070800781,60.46794509887695,2.3649133049696682,2.128421928924819,7.808143209751794e-10,15.728556379092879,2.9944799999999994,0.152346,0.00276,3.0,0.9862000000000001
