step,avg_reward_raw,avg_ee_sum,avg_sum_se,avg_total_power,avg_tau0_selected,avg_r1,avg_r2,avg_K,avg_M,avg_sinr_mean_tx,avg_sinr_db_mean_tx,avg_log2_mean_tx,avg_se_per_tx_user,avg_interference_mean,avg_total_power
8000,13.390412764232925,13.390412764232925,11.65296497631073,0.8704352650745907,0.10000000000000002,0.4035998463332653,0.3946233791410923,10.0,49.141,54.74981016540527,17.28462580680447,4.027519595146179,3.624767471075058,6.711541146841195e-10,0.8704352650745907
