step,avg_reward_raw,avg_ee_sum,avg_sum_se,avg_total_power,avg_tau0_selected,avg_r1,avg_r2,avg_K,avg_M,avg_sinr_mean_tx,avg_sinr_db_mean_tx,avg_log2_mean_tx,avg_se_per_tx_user,avg_interference_mean,avg_total_power,avg_noise_mult,avg_interf_mult,avg_gain_mult,curriculum_progress,avg_max_active_users,avg_random_pair_prob
8000,8.398998500971619,8.398998500971619,5.974928729770705,0.7109806311895898,0.10000000000000002,0.5334487333595753,0.45922149538993834,10.0,48.831,99.70046447169781,19.903860754221895,6.638810122299939,5.974928729770705,0.0,0.7109806311895898,15.728556379092879,1.99724,0.25207,0.00276,1.0,0.9862000000000001
16000,8.378306664558135,8.378306664558135,5.957367215442005,0.7104707003622743,0.10000000000000002,0.4700196504890919,0.43703603836894034,10.0,49.134,99.20885491222795,19.821810806110243,6.619297326526139,5.957367215442005,0.0,0.7104707003622743,15.728556379092879,1.99724,0.25207,0.00276,1.0,0.9862000000000001
